Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Description,Baths,Balcony
Provident Sunworth,"2 BHK Flat for sale in Kambipura, Bangalore",₹60.0 L,"Kambipura, Bangalore",880,6820.0,"One of the finest property in Kambipura is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 14 storeyed building. The price of this Apartment is Rs 60.0 L. Other charges when you move into this property include maintenance, which is Rs 2000. This Apartment is spacious with a built-up area of 880 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Basava Residential Girls School., Big Step Preschool and Day Care, and Tom And Jerry PlaySch...",3,No
CGA Rainbow,"2 BHK Flat for sale in Thirumagondanahalli, Bangalore",₹45.0 L,"Thirumagondanahalli, Bangalore",1080,4170.0,"2 BHK Apartment for sale in Bengaluru. This property is in Thirumagondanahalli, which is a coveted investment location. This tastefully designed 2 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 1. The name of the building is CGA Rainbow. The total number of floors in this Apartment is 6. The price of the Apartment is Rs 45.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1080 ...",3,No
Arvind Oasis,"3 BHK Flat for sale in Nagasandra, Bangalore",₹95.0 L,"Nagasandra, Bangalore",1297,7320.0,"Looking for a good 3 BHK Apartment in Nagasandra, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 19. This Apartment is available for Rs 95.0 L. This modern unit has a built-up area of 1297 Square feet. There are 3 bedrooms and 2 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This pro...",3,Yes
Brigade 7 Gardens,"3 BHK Flat for sale in Subramanyapura, Bangalore",₹1.17 Cr,"Happy Valley Layout, Subramanyapura,Bangalore",1603,7300.0,"Located near Turahalli Forest

Calm and Serene Surrounding

Close to National Public School

Banashankari 6th Stage

3BHK with 3T Option - West Facing 

Brand New - UNOCCUPIED Flat 

Price is Negotiable

Awesome gated community with 7 gardens 

All amenities provided by builder

Kindly message for more details    More About This Property Property for sale in Subramanyapura, Bengaluru. This 3 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 12. Th...",3,Yes
Provident Sunworth,"3 BHK Flat for sale in Kambipura, Bangalore",₹62.0 L,"Kambipura, Bangalore",1082,5730.0,"3 BHK Apartment for sale in Bengaluru. This property is in Kambipura, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 2. The total number of floors in this Apartment is 12. The price of the Apartment is Rs 65.0 L. Monthly maintenance charges come to Rs 2500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1082 Squar...",3,No
Sattva Kings Domain,"5 BHK Villa for sale in C V Raman Nagar, Bangalore",₹7.2 Cr,"Nagavarapalya, C V Raman Nagar,Bangalore",4500,16000.0,"Property for sale in C V Raman Nagar, Bengaluru. This 5 BHK Villa is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. The total number of floors in this building is 4. This Villa's price is Rs 7.2 Cr. Homebuyers will also need to pay Rs 15000 towards maintenance. This Villa is a spacious unit, with carpet area of 4000 Square feet and is ideal for families. The built-up area is 4500 Square feet. The property has 5 bedrooms and 5 bathroom. It also has a servant room. This unit enjoys a good view and is a North facing property. T...",5,Yes
Mantri Webcity by Mantri Developers,"3 BHK Flat for sale in Kothanur, Bangalore",₹95.0 L,"Kothanur, Bangalore",1445,6570.0,"3 BHK Apartment for sale in Hennur Main Road, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hennur Main Road which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Hennur Main Road. The property is on floor 4 and the total number of floors is 18. This 3 BHK Apartment is available at a reasonable price of Rs 95.0 L. Residents also need to pay maintenance charges of Rs 5000. The built-up area is 1445 Square feet. This property has provision...",3,Yes
Estrella,"2 BHK Flat for sale in Varthur, Bangalore",₹55.0 L,"Devasthanagalu, Varthur,Bangalore",1200,4580.0,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Varthur. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 5 floors. This Apartment is available at a reasonable price of Rs 55.0 L. The built up area of this property is 1200 Square feet. This property is North facing. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as School | Lady Vailankanni Group Of Institutions, Chrysalis High Varthur, and K K English High School. Medi...",3,No
Mukunda Brundhavan,"2 BHK Flat for sale in Krishnarajapura, Bangalore",₹55.0 L,"Kadugodi, Krishnarajapura,Bangalore",1205,4560.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, K R Puram. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 55.0 L. The carpet area of this unit is 1205 Square feet. The built-up area is 1205 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Gopalan Sports Center, Lake Montfort School, and Gopalan School of Archit...",3,Yes
Brigade 7 Gardens,"3 BHK Flat for sale in Subramanyapura, Bangalore",₹1.35 Cr,"Happy Valley Layout, Subramanyapura,Bangalore",1425,9470.0,"The flat is located on the 13th floor, balcony facing east, great ventilation and air flow throughout the day, the flat is fully furnished with two custom made king sized beds and fully equipped modular kitchen, usually brigade provides 1 car park per flat, however I've two covered car parks and 2 open car parks, with 5 two wheeler parking. Project has ample amenities, to name a few- Clubhouse, Swimming pool,Lawn tennis court, 2 Badminton courts, Basketball court, grocery store,one plus is Cauvery water supply is available, so no shortage of water in the future  More About This Property 3 BHK ...",3,Yes
L&T Raintree Boulevard,"3 BHK Flat for sale in Sahakara Nagar, Bangalore",₹2.11 Cr,"Shabhari Nagar, Sahakara Nagar,Bangalore",1645,12800.0,"3 BHK Apartment for sale in Sahakara Nagar, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Sahakara Nagar which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Sahakara Nagar. The property is on floor 11 and the total number of floors is 14. Residents also need to pay maintenance charges of Rs 7850. It is a very spacious property, spread over 1132 Square feet. The built-up area is 1645 Square feet. This property has provision for 3 bathro...",3,Yes
Bavisha Urban Homes Phase II,"3 BHK Flat for sale in Kada Agrahara, Bangalore",₹45.0 L,"Sree Narayana Nagar, Kada Agrahara,Bangalore",950,4740.0,"3 BHK Apartment for sale in Kada Agrahara, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kada Agrahara which is a promising investment destination in Bengaluru. This might be your chance to grab the best 3 BHK property for sale in Kada Agrahara. The property is on floor 0 and the total number of floors is 4. This 3 BHK Apartment is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 2000. The built-up area is 950 Square feet. This property has provision for 2 bath...",3,No
Sipani Royal Heritage,"2 BHK Flat for sale in Iggalur, Bangalore",₹33.55 L,"Iggalur, Bangalore",835,4020.0,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Iggalur. It is situated on floor 2. The total number of floors in this Apartment is 14. The property price of this unit is Rs 33.55 L. The carpet area of this unit is 600 Square feet. The built-up area is 835 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Surana Vidyalaya, Triumph World School, and EuroKids Preschool Surya City, ...",3,Yes
Mana Uber Verdant II by Mana Projects Pvt. Ltd.,"2 BHK Flat for sale in Mattanahalli, Bangalore",₹1.1 Cr,"Mattanahalli, Bangalore",1285,8560.0,"Property for sale in Sarjapur Road, Bengaluru. This 2 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 8. The total number of floors in this building is 13. This Apartment's price is Rs 1.1 Cr. The built-up area is 1285 Square feet. Schools like Pup School Kagganur, Srikamal Musicals - Best Online Piano classes in Bangalore, India, and Mattanahalli Govt Primary School are also nearby",3,Yes
Sattva Anugraha,"1 BHK Flat for sale in Vijayanagar, Bangalore",₹43.0 L,"Cauvery Nagar, Vijayanagar,Bangalore",500,8600.0,"1 BHK Apartment for sale in Bengaluru. This property is in Vijayanagar, which is a coveted investment location. This tastefully designed 1 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 10. The total number of floors in this Apartment is 11. The price of the Apartment is Rs 43.0 L. Monthly maintenance charges come to Rs 2000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 500 Squ...",2,No
Inspira Tropical Garden,"2 BHK Flat for sale in Carmelaram, Bangalore",₹61.0 L,"Janatha Colony, Carmelaram,Bangalore",1159,5260.0,"The three towers rising majestically amidst the thick green trees and sprawling lawns offer a residence that is par excellence not only in its design & planning but also in the abundant presence of nature. An iconic project from Inspira, tropial garden  proves to be a much-coveted residential destination, offering a lifestyle that serves as a perfect abode in the lap of nature for the young home seeker.

Location
The charming residential complex is enviably located within walking distance of major IT/BT companies, making it a much sought after residence. For, it is barely minutes away from the...",3,No
